,PM2.5,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
4779,27.0,12.0,74.0,700.0,1.0,16.7,1007.0,14.9,0.0,1.0
4780,30.0,13.0,71.0,1000.0,1.0,16.4,1007.2,14.1,0.0,1.4
4781,43.0,14.0,64.0,900.0,1.0,16.3,1007.6,14.1,0.0,1.3
4782,42.0,13.0,63.0,900.0,1.0,16.8,1007.7,14.4,0.0,1.1
4783,69.0,19.0,51.0,1100.0,1.0,18.2,1007.7,14.1,0.0,1.3
4784,62.0,18.0,56.0,1100.0,1.0,19.3,1007.6,14.8,0.0,1.6
4785,54.0,20.0,66.0,1100.0,1.0,20.2,1007.3,14.6,0.0,1.2
4786,61.0,21.0,76.0,1200.0,1.0,22.0,1007.0,15.6,0.0,1.4
4787,60.0,25.0,72.0,1000.0,10.0,23.9,1006.3,15.7,0.0,1.4
4788,60.0,25.0,72.0,1000.0,10.0,25.2,1005.2,15.8,0.0,1.7
4789,55.0,28.0,73.0,900.0,27.0,26.4,1004.4,15.1,0.0,2.6
4790,52.0,29.0,54.0,1100.0,91.0,25.8,1004.1,14.0,0.0,1.9
4791,44.0,28.0,44.0,1000.0,90.0,24.8,1003.8,14.3,0.0,1.6
4792,30.0,17.0,45.0,700.0,76.0,24.1,1003.9,15.0,0.0,1.7
4793,34.0,18.0,57.0,900.0,64.0,23.0,1003.6,15.6,0.0,2.2
4794,45.0,20.0,69.0,1200.0,49.0,22.2,1004.4,16.2,0.0,1.5
4795,50.0,23.0,73.0,1400.0,38.0,21.2,1005.2,15.9,0.0,1.2
4796,48.0,23.0,67.0,1000.0,38.0,21.5,1005.7,17.1,0.0,0.6
4797,48.0,23.0,67.0,1000.0,38.0,19.4,1006.2,17.4,0.0,0.5
4798,62.0,20.0,92.0,1400.0,2.0,19.3,1006.3,17.8,0.0,0.4
4799,67.0,16.0,94.0,1400.0,1.0,19.4,1006.5,18.1,0.0,0.2
4800,67.0,19.0,99.0,1700.0,1.0,19.5,1006.5,17.6,0.0,1.1
4801,72.0,21.0,96.0,1600.0,1.0,19.8,1006.7,17.2,0.0,0.8
4802,90.0,18.0,80.0,1500.0,1.0,19.9,1006.8,17.3,0.0,0.0
4803,97.0,23.0,74.0,1900.0,1.0,19.8,1006.8,17.0,0.0,1.2
4804,86.0,20.0,74.0,1900.0,1.0,19.6,1007.3,17.2,0.0,1.3
4805,75.0,26.0,70.0,2100.0,1.0,19.4,1007.8,17.5,0.0,0.6
4806,74.0,24.0,70.0,1800.0,1.0,19.7,1008.4,17.7,0.0,1.5
4807,72.0,20.0,69.0,1500.0,1.0,20.2,1008.9,17.6,0.0,1.3
4808,74.0,15.0,66.0,1300.0,1.0,20.5,1008.6,17.7,0.0,1.6
4809,72.0,17.0,62.0,1300.0,1.0,20.5,1009.7,18.8,0.0,0.0
4810,81.0,17.0,65.0,1600.0,1.0,20.3,1009.9,19.3,0.7,0.0
4811,83.0,15.0,70.0,1500.0,1.0,20.0,1009.5,19.5,1.3,0.9
4812,85.0,13.0,71.0,1900.0,1.0,20.3,1009.7,19.6,0.8,1.0
4813,88.0,14.0,67.0,2000.0,1.0,20.5,1009.3,19.8,0.2,0.7
4814,94.0,13.0,70.0,2000.0,1.0,20.4,1009.8,19.7,0.0,0.7
4815,88.0,11.0,71.0,1900.0,1.0,20.5,1009.8,20.0,0.1,0.1
4816,71.0,12.0,76.0,1900.0,1.0,20.5,1009.9,20.2,0.0,0.7
4817,88.0,12.0,80.0,2000.0,1.0,20.6,1010.4,20.1,0.1,0.5
4818,89.0,15.0,82.0,1900.0,1.0,19.4,1010.9,18.9,0.0,0.6
4819,72.0,13.0,85.0,2000.0,1.0,18.9,1011.7,18.6,0.0,0.0
4820,92.0,13.0,83.0,2200.0,1.0,19.0,1012.1,18.8,0.0,0.6
4821,92.0,12.0,83.0,2200.0,1.0,19.3,1012.9,19.1,0.0,0.6
4822,88.0,17.0,86.0,2600.0,1.0,19.5,1012.8,19.3,0.0,1.2
4823,93.0,17.0,83.0,2600.0,1.0,19.5,1013.0,19.3,0.0,0.6
4824,93.0,19.0,74.0,2600.0,1.0,19.6,1013.2,19.4,0.0,0.9
4825,93.0,16.0,68.0,2600.0,1.0,19.6,1013.3,19.3,0.0,0.8
4826,101.0,16.0,58.0,2600.0,1.0,19.7,1013.8,19.4,0.1,0.5
4827,101.0,13.0,56.0,2500.0,1.0,19.8,1013.9,19.5,1.0,0.5
4828,113.0,14.0,52.0,2400.0,1.0,19.7,1014.3,19.5,1.8,0.0
4829,113.0,14.0,52.0,2400.0,1.0,19.7,1014.5,19.5,1.8,0.8
4830,113.0,14.0,52.0,2400.0,1.0,19.8,1014.8,19.6,0.7,1.1
4831,113.0,14.0,52.0,2400.0,1.0,20.1,1015.3,19.9,0.4,0.5
4832,113.0,14.0,52.0,2400.0,1.0,20.2,1015.6,20.0,0.0,0.7
4833,113.0,14.0,52.0,2400.0,1.0,20.7,1015.7,20.5,0.0,0.7
4834,83.0,14.0,60.0,2900.0,1.0,20.7,1015.2,20.4,0.0,0.4
4835,136.0,22.0,70.0,3500.0,1.0,21.1,1014.9,20.9,0.0,1.1
4836,123.0,26.0,74.0,3600.0,1.0,21.8,1014.3,20.8,0.0,1.2
4837,131.0,26.0,72.0,3500.0,3.0,22.9,1013.6,20.6,0.0,0.5
4838,139.0,26.0,68.0,2800.0,18.0,23.8,1012.7,20.5,0.0,1.3
4839,109.0,21.0,46.0,1700.0,48.0,24.0,1012.0,20.1,0.0,0.8
4840,85.0,19.0,43.0,1400.0,65.0,23.6,1011.6,20.5,0.0,0.7
4841,98.0,19.0,54.0,1300.0,60.0,23.3,1011.4,20.2,0.0,0.8
4842,76.0,19.0,62.0,1200.0,61.0,22.3,1011.2,20.4,0.0,0.5
4843,76.0,19.0,62.0,1200.0,61.0,22.1,1011.5,19.8,0.0,1.3
4844,105.0,20.0,86.0,1600.0,32.0,21.5,1011.7,19.6,0.0,0.5
4845,109.0,19.0,79.0,1600.0,31.0,21.9,1011.6,19.3,0.0,1.6
4846,106.0,16.0,80.0,1500.0,19.0,21.3,1011.1,19.0,0.0,0.7
4847,86.0,12.0,63.0,1400.0,23.0,21.0,1010.5,19.1,0.0,1.2
4848,81.0,14.0,58.0,1500.0,17.0,20.9,1010.2,19.2,0.0,0.6
4849,84.0,14.0,50.0,1600.0,14.0,20.4,1009.4,19.1,0.0,0.9
4850,88.0,15.0,51.0,1800.0,7.0,20.0,1009.0,19.0,0.0,0.7
4851,88.0,15.0,51.0,1800.0,7.0,19.6,1008.5,18.8,0.0,1.2
4852,89.0,18.0,43.0,1792.3025392079562,7.7112,19.6,1008.5,18.8,0.0,0.9
4853,88.0,15.0,51.0,1800.0,7.0,19.7,1008.3,18.9,0.0,1.2
4854,88.0,15.0,51.0,1800.0,7.0,19.8,1008.5,19.0,0.0,1.1
4855,88.0,15.0,51.0,1800.0,7.0,20.2,1008.7,19.0,0.0,0.8
4856,107.0,24.0,53.0,1974.0111205487842,3.990596287059383,20.7,1008.5,19.5,0.1,1.2
4857,103.0,23.0,54.0,2200.0,1.0,20.7,1008.5,19.9,0.7,0.2
4858,109.0,21.0,62.0,2299.0,1.0,21.1,1008.2,19.7,0.1,0.6
4859,128.0,20.0,66.0,2200.0,1.0,23.0,1007.2,20.1,0.0,1.0
4860,106.0,22.0,74.0,2299.0,6.0,25.0,1006.9,20.0,0.0,2.0
4861,131.0,27.0,70.0,2000.0,34.0,26.1,1006.4,20.4,0.0,2.0
4862,128.0,24.0,69.0,1800.0,61.0,25.9,1005.7,20.9,0.0,1.7
4863,114.0,23.0,50.0,1500.0,122.0,25.1,1005.3,20.1,0.0,3.8
4864,96.0,22.0,51.0,1500.0,115.0,24.0,1005.5,20.5,0.0,3.1
4865,96.0,22.0,51.0,1500.0,115.0,23.6,1005.6,20.5,0.0,2.5
4866,96.0,22.0,51.0,1500.0,115.0,22.7,1006.3,20.2,0.0,2.8
4867,127.0,14.0,47.0,1300.0,59.0,21.7,1007.0,20.0,0.0,0.8
4868,127.0,14.0,47.0,1300.0,59.0,20.5,1007.8,19.7,0.0,0.5
4869,127.0,12.0,56.0,1300.0,28.0,19.8,1008.0,19.3,0.0,0.7
4870,127.0,11.0,48.0,1300.0,25.0,19.9,1008.4,19.6,0.0,0.7
4871,121.0,9.0,60.0,1399.0,4.0,19.8,1008.4,19.6,0.0,1.2
4872,131.0,11.0,79.0,1700.0,1.0,19.8,1009.2,19.6,0.0,1.2
4873,120.0,12.0,74.0,1600.0,1.0,19.2,1009.4,19.0,0.0,1.3
4874,146.0,6.0,56.0,1500.0,1.0,18.3,1009.1,18.1,0.0,1.2
4875,117.0,5.0,41.0,1399.0,1.0,17.8,1009.1,17.5,0.0,1.1
4876,132.0,3.0,42.0,1200.0,1.0,17.0,1009.7,16.0,0.0,2.3
4877,95.0,4.0,63.0,1100.0,1.0,16.5,1010.5,15.4,0.0,1.2
4878,56.0,5.0,48.0,700.0,5.0,16.4,1011.1,14.6,0.0,1.2
4879,41.0,3.0,49.0,600.0,1.0,20.4,1011.4,15.4,0.0,0.9
4880,28.0,4.0,53.0,700.0,1.0,23.5,1011.7,14.8,0.0,2.2
4881,42.0,5.0,42.0,700.0,22.0,25.0,1011.9,14.5,0.0,1.6
4882,23.0,4.0,25.0,400.0,48.0,26.7,1011.3,12.7,0.0,1.0
4883,3.0,4.0,21.0,300.0,62.0,27.7,1010.2,10.8,0.0,2.2
4884,14.0,2.0,20.0,200.0,73.0,27.4,1009.6,9.7,0.0,2.5
4885,9.0,2.0,15.0,100.0,81.0,27.2,1008.9,10.4,0.0,1.2
4886,9.0,2.0,15.0,100.0,81.0,26.2,1008.6,10.8,0.0,1.1
4887,8.0,3.0,17.0,100.0,81.0,25.8,1008.2,13.3,0.0,0.5
4888,3.0,3.0,24.0,200.0,82.0,23.6,1008.5,16.9,0.0,0.7
4889,14.0,3.0,38.0,200.0,73.0,21.7,1008.5,16.4,0.0,0.0
4890,14.0,3.0,39.0,200.0,56.0,20.3,1008.8,16.1,0.0,0.0
4891,44.0,6.0,105.0,500.0,1.0,20.0,1009.9,15.2,0.0,0.0
4892,44.0,6.0,99.0,500.0,1.0,19.7,1009.7,16.3,0.0,0.5
4893,40.0,5.0,117.0,800.0,1.0,19.4,1009.9,17.0,0.0,0.0
4894,55.0,7.0,120.0,1000.0,1.0,20.0,1009.8,15.0,0.0,0.4
4895,57.0,8.0,94.0,1000.0,1.0,19.8,1009.8,15.6,0.0,0.8
4896,47.0,7.0,79.0,600.0,1.0,19.5,1010.1,14.9,0.0,1.7
4897,36.0,6.0,76.0,500.0,1.0,19.6,1009.5,14.8,0.0,0.4
4898,46.0,9.0,73.0,700.0,1.0,19.6,1010.0,14.4,0.0,1.5
4899,50.0,12.0,72.0,700.0,1.0,19.0,1010.3,15.3,0.0,0.7
4900,29.0,8.0,56.0,200.0,1.0,18.5,1010.3,15.4,0.0,0.5
4901,22.0,5.0,54.0,300.0,1.0,17.5,1010.6,15.7,0.0,0.4
4902,21.0,5.0,55.0,300.0,1.0,17.7,1010.9,16.0,0.0,1.1
4903,25.0,5.0,55.0,300.0,1.0,20.5,1011.2,15.5,0.0,1.4
4904,27.0,7.0,49.0,300.0,1.0,22.6,1011.3,15.2,0.0,1.6
4905,27.0,7.0,42.0,300.0,7.0,24.3,1011.5,15.2,0.0,1.2
4906,34.0,7.0,44.0,400.0,22.0,25.8,1011.0,16.1,0.0,1.2
4907,44.0,11.0,56.0,500.0,35.0,27.0,1010.3,15.1,0.0,0.9
4908,45.0,11.0,58.0,400.0,64.0,28.0,1009.5,14.3,0.0,3.1
4909,60.0,10.0,69.0,500.0,84.0,28.8,1009.0,12.2,0.0,2.2
4910,45.0,8.0,45.0,400.0,131.0,28.9,1008.7,12.3,0.0,2.6
4911,33.0,5.0,37.0,300.0,145.0,28.1,1008.5,14.3,0.0,2.4
4912,38.0,6.0,36.0,300.0,161.0,26.9,1008.5,14.3,0.0,2.2
4913,38.0,6.0,36.0,300.0,161.0,25.7,1008.7,15.1,0.0,3.7
4914,44.0,10.0,39.0,600.0,139.0,23.5,1009.3,15.0,0.0,3.3
4915,67.0,20.0,45.0,1200.0,130.0,22.2,1010.0,14.6,0.0,2.3
4916,67.0,20.0,45.0,1200.0,130.0,21.5,1010.5,14.2,0.0,2.0
4917,26.0,11.0,46.0,400.0,56.0,20.8,1010.2,14.9,0.0,1.3
4918,26.0,11.0,46.0,400.0,56.0,19.2,1010.0,15.7,0.0,1.0
4919,32.0,7.0,59.0,400.0,34.0,18.6,1010.1,16.2,0.0,0.0
4920,32.0,6.0,63.0,400.0,26.0,19.0,1010.2,16.8,0.0,0.7
4921,30.0,6.0,65.0,400.0,20.0,18.8,1010.4,16.8,0.0,0.0
4922,37.0,5.0,82.0,500.0,1.0,19.1,1010.3,17.1,0.0,0.0
4923,36.0,6.0,84.0,500.0,1.0,19.0,1009.9,17.3,0.0,1.0
4924,43.0,9.0,83.0,600.0,1.0,18.9,1010.5,17.2,0.0,0.5
4925,55.0,10.0,76.0,800.0,1.0,18.6,1010.4,17.6,0.0,1.0
4926,56.0,8.0,73.0,700.0,1.0,18.9,1010.5,17.9,0.0,1.0
4927,60.0,10.0,73.0,1000.0,1.0,19.4,1010.6,17.9,0.0,0.2
4928,63.0,9.0,70.0,1100.0,1.0,20.2,1010.9,17.8,0.0,1.0
4929,68.0,11.0,65.0,1500.0,1.0,21.2,1010.9,18.0,0.0,1.5
4930,86.0,10.0,68.0,1400.0,1.0,21.7,1010.2,17.5,0.0,1.2
4931,72.0,13.0,73.0,1185.2286698953244,1.900575473700231,21.6,1010.2,17.4,0.0,0.7
4932,72.0,13.0,73.0,971.8473000516998,3.0,21.4,1009.5,17.8,0.0,1.4
4933,78.0,9.0,85.0,900.0,3.0,21.2,1009.1,17.6,0.0,0.8
4934,96.0,10.0,99.0,1000.0,2.0,22.3,1008.6,16.6,0.0,0.5
4935,104.0,13.0,94.0,1200.0,14.0,21.6,1008.6,16.5,0.0,1.2
4936,93.0,12.0,94.0,1000.0,24.0,21.3,1008.9,17.5,0.0,0.9
4937,97.0,11.0,110.0,1200.0,6.0,20.8,1008.6,17.0,0.0,0.0
4938,91.0,11.0,117.0,1200.0,1.0,20.1,1008.7,16.5,0.0,0.8
4939,91.0,11.0,111.0,1200.0,1.0,19.3,1009.1,17.1,0.0,0.4
4940,105.0,14.0,111.0,2000.0,1.0,19.5,1009.0,17.1,0.0,0.0
4941,123.0,18.0,103.0,2400.0,1.0,19.6,1009.1,17.4,0.0,0.6
4942,127.0,19.0,99.0,2700.0,1.0,19.8,1008.5,17.8,0.0,0.6
4943,134.0,24.0,99.0,3000.0,1.0,20.0,1008.8,17.4,0.0,0.9
4944,143.0,25.0,98.0,3300.0,1.0,20.0,1008.1,17.6,0.0,0.2
4945,138.0,23.0,89.0,3300.0,1.0,19.8,1008.1,18.1,0.0,0.5
4946,137.0,23.0,77.0,3200.0,1.0,19.3,1009.0,17.8,0.4,2.1
4947,136.0,17.0,66.0,2700.0,1.0,18.6,1009.1,18.1,10.9,1.4
4948,109.0,9.0,67.0,1700.0,1.0,17.0,1009.5,15.7,1.7,2.7
4949,74.0,8.0,46.0,1300.0,6.0,15.8,1011.0,13.1,0.2,2.3
4950,13.0,6.0,20.0,300.0,35.0,15.2,1011.0,12.1,0.5,3.4
4951,8.0,3.0,22.0,200.0,32.0,15.8,1012.3,10.1,0.1,2.0
4952,7.0,1.0,23.0,200.0,31.0,15.5,1013.2,8.5,0.2,2.2
4953,8.0,4.0,28.0,300.0,25.0,15.8,1013.5,7.8,0.1,2.6
4954,13.0,7.0,32.0,300.0,18.0,16.1,1014.0,8.6,0.0,2.7
4955,12.0,6.0,31.0,300.0,18.0,14.7,1013.9,8.6,0.4,3.7
4956,9.0,9.0,25.0,300.0,13.0,15.9,1014.0,7.6,0.1,2.6
4957,7.0,8.0,23.0,300.0,14.0,16.5,1013.6,7.2,0.0,3.1
4958,3.0,11.0,22.0,300.0,14.0,16.9,1013.7,6.4,0.0,2.0
4959,7.0,12.0,23.0,300.0,13.0,17.0,1014.2,5.9,0.0,1.8
4960,9.0,10.0,24.0,300.0,14.0,16.7,1014.7,5.3,0.0,2.4
4961,6.0,10.0,28.0,300.0,10.0,16.4,1015.0,6.2,0.0,2.1
4962,14.0,11.0,36.0,400.0,1.0,15.1,1015.5,7.4,0.0,1.0
4963,14.0,7.0,42.0,400.0,1.0,12.8,1015.7,7.5,0.0,0.5
4964,14.0,7.0,42.0,400.0,1.0,11.3,1016.3,8.9,0.0,0.5
4965,19.0,6.0,39.0,1100.0,1.0,10.4,1016.6,9.2,0.0,0.7
4966,18.0,6.0,39.0,1100.0,1.0,9.7,1016.7,8.1,0.0,0.5
4967,17.0,4.0,37.0,500.0,1.0,9.6,1016.6,8.5,0.0,0.7
4968,23.0,5.0,36.0,500.0,1.0,10.0,1016.9,7.8,0.0,0.7
4969,20.0,6.0,35.0,600.0,1.0,10.5,1017.1,7.6,0.0,1.5
4970,13.0,8.0,36.0,400.0,1.0,10.5,1017.2,7.2,0.0,1.3
4971,13.0,5.0,42.0,300.0,1.0,10.4,1017.3,5.8,0.0,0.9
4972,7.0,6.0,46.0,300.0,1.0,9.8,1017.5,6.0,0.0,1.4
4973,6.0,10.0,47.0,300.0,1.0,10.7,1017.7,4.4,0.0,1.4
4974,10.0,13.0,46.0,300.0,1.0,11.7,1018.7,4.9,0.0,1.3
4975,6.0,9.0,45.0,300.0,1.0,13.5,1018.9,4.6,0.0,2.5
4976,8.0,10.0,39.0,400.0,3.0,15.3,1019.2,5.2,0.0,1.6
4977,10.0,13.0,34.0,500.0,10.0,16.7,1018.8,4.0,0.0,2.7
4978,9.0,13.0,29.0,400.0,20.0,17.8,1018.1,2.5,0.0,1.9
4979,3.0,6.0,22.0,300.0,31.0,19.7,1016.9,2.1,0.0,2.6
4980,3.0,6.0,15.0,300.0,46.0,20.7,1016.0,1.5,0.0,2.2
4981,4.0,7.0,15.0,300.0,51.0,21.6,1014.9,2.3,0.0,1.3
4982,3.0,7.0,14.0,300.0,57.0,22.3,1014.4,0.7,0.0,2.8
4983,3.0,6.0,15.0,300.0,60.0,22.8,1013.6,1.7,0.0,1.0
4984,3.0,7.0,15.0,300.0,65.0,22.0,1013.4,-0.7,0.0,2.1
4985,3.0,7.0,17.0,300.0,65.0,18.7,1014.0,4.1,0.0,0.7
4986,3.0,3.0,28.0,300.0,56.0,13.6,1014.6,5.5,0.0,0.8
4987,10.0,3.0,62.0,400.0,17.0,12.8,1015.3,8.1,0.0,0.9
4988,20.0,7.0,87.0,700.0,1.0,12.8,1015.8,4.7,0.0,0.9
4989,23.0,6.0,82.0,800.0,1.0,12.4,1016.1,3.3,0.0,0.8
4990,26.0,7.0,78.0,700.0,1.0,12.7,1016.5,2.2,0.0,1.1
4991,22.0,5.0,72.0,500.0,1.0,11.3,1017.0,2.6,0.0,0.6
4992,15.0,3.0,66.0,300.0,1.0,9.2,1017.1,3.4,0.0,0.4
4993,12.0,2.0,54.0,300.0,8.0,8.1,1017.3,5.7,0.0,0.5
4994,3.0,1.0,40.0,200.0,24.0,7.0,1017.3,4.0,0.0,0.5
4995,3.0,2.0,59.0,200.0,2.0,7.4,1017.2,5.9,0.0,0.5
4996,9.0,4.0,64.0,200.0,1.0,6.6,1017.3,5.5,0.0,0.7
4997,10.0,12.0,52.0,300.0,1.0,6.3,1017.5,5.7,0.0,0.0
4998,7.0,9.0,61.0,300.0,1.0,6.6,1017.9,5.9,0.0,0.0
4999,12.0,10.0,61.0,400.0,1.0,13.0,1018.1,4.9,0.0,0.9
5000,12.0,14.0,56.0,600.0,1.0,17.5,1018.5,3.0,0.0,0.8
5001,16.0,14.0,54.0,600.0,6.0,19.6,1018.0,3.3,0.0,1.0
5002,14.0,12.0,52.0,600.0,12.0,21.4,1016.7,2.6,0.0,0.8
5003,16.0,11.0,55.0,500.0,16.0,23.0,1015.9,-0.5,0.0,1.1
5004,9.0,6.0,42.0,400.0,38.0,23.4,1014.7,1.7,0.0,2.0
5005,6.0,4.0,28.0,300.0,56.0,24.5,1013.5,-0.7,0.0,2.5
5006,12.0,6.0,29.0,300.0,78.0,24.6,1012.5,2.7,0.0,3.5
5007,10.0,4.0,24.0,200.0,76.0,24.5,1011.8,2.6,0.0,2.8
5008,11.0,2.0,25.0,200.0,73.0,22.7,1011.5,3.2,0.0,3.4
5009,10.0,4.0,29.0,200.0,67.0,20.8,1011.5,3.0,0.0,2.7
5010,11.0,3.0,33.0,300.0,62.0,19.4,1011.5,3.9,0.0,2.6
5011,12.0,3.0,48.0,300.0,43.0,18.6,1011.7,4.0,0.0,2.1
5012,12.0,3.0,48.0,300.0,43.0,14.7,1012.4,6.3,0.0,1.2
5013,16.0,4.0,55.0,400.0,38.0,12.2,1012.7,7.5,0.0,0.6
5014,17.0,6.0,82.0,500.0,3.0,13.0,1012.8,6.8,0.0,1.2
5015,24.0,8.0,84.0,700.0,1.0,11.8,1013.0,7.5,0.0,0.7
5016,40.0,14.0,77.0,700.0,1.0,11.3,1013.1,7.6,0.0,1.3
5017,35.0,11.0,73.0,600.0,1.0,10.4,1013.0,8.0,0.0,0.5
5018,28.0,9.0,58.0,500.0,1.0,9.3,1012.5,7.7,0.0,1.2
5019,31.0,9.0,62.0,500.0,1.0,9.4,1012.8,6.5,0.0,0.6
5020,31.0,9.0,62.0,400.0,1.0,9.0,1012.5,7.1,0.0,0.8
5021,21.0,8.0,54.0,300.0,1.0,8.7,1012.9,7.3,0.0,0.6
5022,20.0,7.0,51.0,300.0,1.0,8.7,1013.5,7.6,0.0,0.6
5023,16.0,5.0,47.0,400.0,1.0,14.0,1014.2,7.1,0.0,1.1
5024,19.0,6.0,41.0,400.0,1.0,17.1,1014.5,6.9,0.0,1.2
5025,19.0,6.0,42.0,400.0,7.0,19.0,1014.2,6.5,0.0,1.2
5026,23.0,5.0,48.0,500.0,11.0,20.7,1013.7,2.5,0.0,1.1
5027,37.0,22.0,67.0,900.0,14.0,22.0,1012.7,4.1,0.0,1.2
5028,45.0,28.0,70.0,1000.0,35.0,23.5,1011.6,5.8,0.0,2.5
5029,52.0,31.0,79.0,1100.0,40.0,24.7,1010.2,6.0,0.0,1.4
5030,62.0,38.0,88.0,1300.0,53.0,24.7,1009.4,6.9,0.0,2.5
5031,58.0,30.0,76.0,1000.0,79.0,24.7,1008.7,6.4,0.0,2.8
5032,62.0,23.0,63.0,800.0,115.0,23.4,1008.3,6.6,0.0,2.8
5033,49.0,16.0,56.0,500.0,98.0,20.8,1008.2,8.4,0.0,1.0
5034,42.0,18.0,64.0,500.0,76.0,16.5,1008.2,10.8,0.0,0.0
5035,46.0,26.0,99.0,600.0,27.0,14.4,1008.7,10.4,0.0,0.0
5036,54.0,17.0,114.0,800.0,8.0,13.5,1008.8,10.7,0.0,0.0
5037,72.0,14.0,126.0,1300.0,1.0,13.8,1008.6,10.4,0.0,0.9
5038,79.0,16.0,119.0,1700.0,1.0,14.1,1008.5,10.5,0.0,1.0
5039,79.0,16.0,119.0,1700.0,1.0,13.6,1008.1,10.2,0.0,1.2
5040,117.0,31.0,120.0,2200.0,1.0,12.9,1008.0,9.9,0.0,1.0
5041,114.0,31.0,110.0,2200.0,1.0,12.2,1007.7,10.3,0.0,0.6
5042,104.0,30.0,103.0,2000.0,1.0,11.6,1007.2,10.2,0.0,0.5
5043,85.0,24.0,92.0,1500.0,1.0,10.5,1007.1,9.7,0.0,0.1
5044,61.0,17.0,81.0,1000.0,1.0,10.0,1007.1,9.4,0.0,0.5
5045,65.0,18.0,72.0,1000.0,1.0,10.0,1007.5,9.7,0.0,0.7
5046,73.0,16.0,71.0,1300.0,1.0,10.2,1007.6,9.9,0.0,0.8
5047,76.0,18.0,67.0,1500.0,1.0,13.3,1008.0,11.0,0.0,1.2
5048,80.0,20.0,62.0,1600.0,1.0,16.4,1007.7,10.7,0.0,1.9
5049,100.0,24.0,69.0,1700.0,1.0,18.4,1007.5,11.0,0.0,1.0
5050,125.0,30.0,83.0,1600.0,6.0,20.5,1006.9,11.1,0.0,1.3
5051,149.0,28.0,117.0,1600.0,17.0,21.6,1006.1,11.3,0.0,1.0
5052,169.0,29.0,146.0,1900.0,19.0,23.1,1005.0,11.8,0.0,1.7
5053,168.0,29.0,159.0,1800.0,42.0,24.6,1004.3,12.2,0.0,0.9
5054,183.0,31.0,172.0,2100.0,60.0,24.3,1004.0,11.9,0.0,1.7
5055,217.0,39.0,120.0,1500.0,153.0,23.7,1003.9,11.4,0.0,1.7
5056,223.0,51.0,64.0,1300.0,214.0,22.7,1003.9,11.7,0.0,1.5
5057,240.0,50.0,70.0,1400.0,198.0,20.0,1003.9,13.0,0.0,0.2
5058,238.0,52.0,83.0,1400.0,169.0,17.2,1004.3,13.5,0.0,0.0
5059,238.0,52.0,83.0,1400.0,169.0,16.0,1004.4,13.7,0.0,0.0
5060,253.0,47.0,149.0,2300.0,2.0,15.5,1005.0,14.4,0.0,0.1
5061,278.0,41.0,174.0,2200.0,32.0,14.8,1005.1,14.0,0.0,0.8
5062,263.0,56.0,98.0,1700.0,84.0,14.4,1004.9,13.6,0.0,0.0
5063,263.0,56.0,98.0,1700.0,84.0,14.2,1005.0,12.8,0.0,1.5
5064,234.0,39.0,83.0,1400.0,50.0,14.2,1004.8,12.2,0.0,0.6
5065,211.0,24.0,81.0,1200.0,39.0,13.1,1004.5,12.2,0.0,0.5
5066,174.0,24.0,52.0,1000.0,64.0,13.2,1004.4,11.6,0.0,0.5
5067,193.0,21.0,71.0,1000.0,35.0,12.4,1004.6,11.5,0.0,0.0
5068,204.0,19.0,76.0,1000.0,25.0,12.0,1004.9,11.5,0.0,0.4
5069,207.0,16.0,72.0,1000.0,19.0,12.1,1005.2,11.8,0.0,0.7
5070,212.0,14.0,83.0,1100.0,2.0,12.7,1005.6,12.5,0.0,0.8
5071,215.0,13.0,81.0,1100.0,1.0,13.3,1005.9,12.5,0.0,0.8
5072,224.0,17.0,91.0,1300.0,1.0,14.8,1006.0,12.1,0.0,1.2
5073,248.0,17.0,98.0,1700.0,1.0,16.2,1006.5,12.2,0.0,0.9
5074,265.0,19.0,108.0,1900.0,1.0,17.3,1006.2,12.2,0.0,1.4
5075,276.0,25.0,118.0,1800.0,2.0,18.5,1005.8,12.7,0.0,1.1
5076,283.0,24.0,106.0,1500.0,34.0,19.3,1005.2,12.6,0.0,2.0
5077,290.0,28.0,88.0,1600.0,67.0,20.1,1004.8,12.8,0.0,0.6
5078,262.0,25.0,68.0,1500.0,101.0,20.2,1004.6,12.7,0.0,1.3
5079,223.0,26.0,57.0,1300.0,133.0,20.1,1004.6,14.5,0.0,0.7
5080,221.0,26.0,52.0,1200.0,146.0,19.0,1005.0,14.5,0.0,0.1
5081,226.0,28.0,58.0,1300.0,138.0,17.0,1005.5,13.7,0.0,0.0
5082,227.0,29.0,59.0,1419.1348793638333,126.1638,15.5,1006.1,13.5,0.0,0.0
5083,253.0,25.1328,70.0073,1524.2487868465423,100.0314,14.6,1006.8,13.1,0.0,0.0
5084,284.0,18.8496,136.1139,1615.3417224481277,15.2082,14.5,1007.5,13.4,0.0,0.7
5085,281.0,22.2768,120.3058,1680.8031641723508,24.633,14.5,1008.0,13.4,0.0,0.8
5086,283.0,19.7064,108.6037,1709.0225900229755,20.5632,14.8,1008.3,13.2,0.0,1.1
5087,290.0,18.0,123.0,1700.0,1.0,14.6,1008.2,13.1,0.0,0.9
5088,297.0,16.0,116.0,1700.0,1.0,14.3,1008.4,12.8,0.0,0.7
5089,321.0,16.0,122.0,1900.0,1.0,14.0,1008.5,12.9,0.0,0.6
